Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,53320,53266,57175,59099,62957,62204,63510,64652,64878,69134,71623,72553,76803,81429,83049,84803,0,0,0
Eye of Skovald,0,57367,59739,60416,62064,62690,65702,66174,73683,71175,72469,77991,77426,80653,82576,86810,91867,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,99735,107735,112698,114247,118487,119921,128082,133525,137772,144308,149510,154305,158953
Wriggling Sinew,0,57237,60883,60453,63591,67249,69465,70082,72024,74294,75463,77908,82177,85917,85106,89916,91499,0,0,0
Dreadstone of Endless Shadows,0,79168,84929,88456,90026,92332,95600,101258,101797,108536,114420,115082,121694,122973,126907,134857,139665,0,0,0
Reality Breacher,0,72891,76470,81366,83828,87240,90644,97010,101675,106150,113269,113782,119164,128084,132902,139446,147150,0,0,0
Portable Manacracker,0,57979,63411,64056,63638,69208,73135,76242,78384,82758,87746,91841,95272,102206,106767,110028,113657,0,0,0
Whispers in the Dark,0,71015,71524,74070,75692,82138,82302,89873,92723,95121,101984,101829,107768,114357,115991,121853,130830,0,0,0
Naraxas' Spiked Tongue,0,74440,76501,81229,84529,84627,89109,91282,97001,98905,104317,106370,108252,112053,118876,123136,126062,0,0,0
Caged Horror,0,57368,61357,63720,64858,67281,70890,69874,73611,78619,78592,84351,84615,86365,89635,91903,96313,0,0,0
Pharameres Forbidden Grimoire,0,51640,51781,55774,57193,58176,58817,62491,67529,66619,71624,75276,78024,80525,80499,81859,89862,0,0,0
Figurehead of the Naglfar,0,36621,37640,37752,40424,38458,41910,39899,40984,44927,42082,44190,44831,45801,46610,51261,49832,0,0,0
Obelisk of the Void,0,61610,62595,66422,64900,70629,73223,74395,78301,81381,80685,85490,90070,91734,97806,98741,103163,0,0,0
Unstable Horrorslime,0,50368,52594,51167,54022,54060,54003,53654,56534,58565,57876,63345,58993,63165,63602,64236,64850,0,0,0
Oakheart's Gnarled Root,0,81883,86896,92233,93670,99225,101256,103373,107507,110075,116238,121325,123297,130729,137109,140491,141601,0,0,0
Padawsen's Unlucky Charm,0,77520,81905,85934,85542,90077,92490,98485,101708,104075,109885,111945,115159,122553,124263,132530,136371,0,0,0
Tarnished Sentinel Medallion,0,105438,111158,113330,121414,123321,129408,132522,142006,148724,151670,158783,163223,173672,180551,186953,192539,0,0,0
PVP Insignia of Dominance,0,70812,75801,76371,81257,79857,83593,87370,87089,94516,96688,99887,103324,107711,109997,116311,121006,0,0,0
Bough of Corruption,0,66593,69265,69800,72861,75421,82067,85953,92922,96502,97108,105221,107215,115601,118848,126336,132500,0,0,0
Norgannon's Prowess 15-Pantheon,0,0,0,0,0,0,0,139733,145693,150280,154963,163924,166173,176328,183276,188775,199001,208260,213574,224610
Charm of the Rising Tide,0,69592,72521,77395,83203,82207,87193,91514,92236,94542,99960,102543,108095,111292,116870,120839,128084,0,0,0
Prototype Personnel Decimator,0,0,93031,95978,98449,103333,108260,111310,114611,121212,125401,132151,139588,142051,148101,152259,159806,0,0,0
