Norgannon's Prowess 5-Pantheon,0,0,0,0,0,0,0,113405,118274,123089,126677,133102,137180,143909,148652,152854,159989,168754,176319,183092
Infernal Writ,0,77603,82184,86892,88727,91946,96202,99381,102128,106529,111363,115011,117342,121792,128247,131503,138133,0,0,0
Erratic Metronome,0,74749,81724,79282,83277,88008,92341,92574,97321,101636,105816,110168,113925,119755,123604,126872,132528,0,0,0
Sheath of Asara,0,0,113849,120562,125591,133268,137732,143912,150558,159658,160684,174358,180054,191238,200747,206422,219398,0,0,0
Terror From Below,0,102283,105948,110313,115408,121539,123776,130034,134009,141474,140975,149614,157899,161765,168064,173220,181148,0,0,0
Icon of Rot,0,81526,82161,88745,89932,91300,97365,103058,105610,105197,112616,115080,120156,125422,132343,133559,139320,0,0,0
Stat Crit,0,86179,88438,88966,94648,95156,100160,101391,105626,111187,113507,119700,123867,129415,132299,140460,144534,0,0,0
Moonlit Prism,0,57758,60704,60228,61112,65879,67030,68046,75383,76163,78615,80614,81117,87497,89098,90745,93383,0,0,0
Corrupted Starlight,0,59438,60651,62070,66912,64724,68483,68779,73638,74731,79992,81063,84514,85039,85598,89982,95837,0,0,0
Stat Versatility,0,81138,82474,90643,89909,93577,98646,100363,103722,108587,113179,116226,121184,124496,131275,131837,139510,0,0,0
Deteriorated Construct Core,0,62795,65611,71001,71996,74272,82159,83702,85675,89796,97296,98324,103393,107840,113070,120279,125113,0,0,0
PVP Badge of Dominance,0,75181,77527,81868,85194,87795,89725,96954,97523,102371,103578,107586,114378,120767,123218,125625,132482,0,0,0
Horn of Valor,0,65362,63190,70260,71127,72260,77577,78449,79299,85930,88686,90594,95350,94250,100125,102482,105180,0,0,0
Star Gate,0,64643,68210,74496,75352,79575,83271,85283,89322,95338,100169,103943,108413,114878,119956,125785,130818,0,0,0
Swarming Plaguehive,0,59013,63214,64318,63221,66376,71807,74508,77451,80829,82970,81530,88698,94022,95796,97183,102315,0,0,0
Stormsinger Fulmination Charge,0,77582,79048,82905,85982,87614,95569,95779,100794,102230,109559,110969,116409,119567,122498,129087,135878,0,0,0
Chrono Shard,0,70615,73956,77711,79582,82528,84962,88385,95255,95066,98914,103802,109241,112110,117253,120266,126131,0,0,0
Aran's Relaxing Ruby,0,59281,63545,66456,61590,69259,71935,70281,77581,78647,79693,82753,87859,89418,90447,93792,96576,0,0,0
Stat Mastery,0,81288,82381,84157,90076,91645,95817,98947,103214,103355,109927,114927,119046,127066,127981,134693,138623,0,0,0
Fury of the Burning Sky,0,68762,72722,75757,77415,80805,84336,85308,89568,91835,94561,99365,100894,104401,109522,115336,117614,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180957
Devilsaur Shock-Baton,0,75077,79781,80616,86506,88240,93323,91715,94501,100229,101899,104992,111275,115016,120852,121560,125874,0,0,0
Unstable Arcanocrystal,0,114406,116917,117391,122182,123866,126617,127643,130862,127602,135056,137601,139374,143250,143579,150118,154512,0,0,0
Mrrgria's Favor,0,53618,58022,57619,61627,58929,62061,65751,66437,71715,71566,69928,73813,76634,83555,79572,84357,0,0,0
Twisting Wind,0,64804,69359,73457,77308,81783,84248,87694,91968,95257,98117,104107,110125,113591,119405,124357,132195,0,0,0
Spectral Thurible,0,93447,100360,99262,103755,106774,112658,115408,121288,125497,131066,136040,142167,144109,152161,159248,164228,0,0,0
Stat Haste,0,74983,79324,81556,81134,86047,89200,94531,98388,103460,104686,108661,112967,117735,123943,130744,132992,0,0,0
Acrid Catalyst Injector,0,0,103814,107580,109848,115396,120132,123864,127968,129343,138189,143277,145310,152454,158924,163824,170539,0,0,0
Vitality Resonator,0,0,75339,77650,81368,84767,88191,92560,91126,93358,104140,104599,109232,112967,115771,119532,126046,0,0,0
Tome of Unraveling Sanity,0,91727,95044,99662,99601,110514,113329,116948,124272,127601,132298,139456,145824,149674,158514,162453,173271,0,0,0
KiljaedensBurningWish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173705
Terminus Signaling Beacon,0,0,65787,67154,71170,69704,74006,77038,80327,82235,85049,90095,90673,94353,94984,102381,100047,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161330
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205931
Eyasu's Mulligan,0,71862,74748,75323,80916,84276,85121,89976,92840,94605,99142,104446,105679,112546,116251,119622,127475,0,0,0
Darkmoon Deck: Hellfire,82365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astral Alchemist Stone,0,0,0,0,0,0,90478,0,0,0,0,0,0,0,0,0,0,0,0,0
