Trinket,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
FaultyCountermeasure,68084,72920,73232,79419,80085,80646,83186,83305,88479,91171,96588,98473,0,0,0
DraughtOfSouls,32632,32579,38337,43774,45732,52476,54080,61222,66870,73188,79903,85453,0,0,0
ChronoShard,117576,119458,129688,132702,139042,145377,148276,153028,161721,169430,177603,183465,0,0,0
HornOfValor,115670,123319,126975,132091,134462,143147,148097,151807,161129,161055,168152,174131,0,0,0
Stat_Mastery,139040,139966,145759,156088,154698,164668,168907,180978,182166,189055,197527,204267,0,0,0
BloodstainedHandkerchief,103567,108408,113404,120420,126350,129434,141065,144089,151057,156851,164227,176469,0,0,0
RavagedSeedPod,42164,39997,42627,44741,43468,46279,48696,50801,51873,51733,56713,53404,0,0,0
ConvergenceOfFates,131180,135992,139670,145112,147289,155658,161010,166109,177528,178870,189614,196162,0,0,0
UmbralMoonglaives,95201,94952,99504,101722,107959,112982,114696,119950,124176,127240,136971,138466,0,0,0
NightbloomingFrond,105067,107695,110601,118331,121030,129962,137618,141788,147422,152987,163327,171755,0,0,0
Stat_Crit,136196,140485,146622,154450,158854,167848,170425,176198,185154,186781,198265,206685,0,0,0
MementoOfAngerboda,131947,136452,143269,149576,153300,159517,164909,170430,179067,188519,195745,201926,0,0,0
ArcanogolemDigit,104489,112189,116016,123341,129207,133382,139694,144926,154134,163193,168943,178069,0,0,0
MarkOfDargrul,60835,59468,62898,65660,63346,67043,67477,74411,73887,71992,78871,75372,0,0,0
ChaosTalisman,127323,133352,140003,144933,150259,155023,162162,168792,175725,182133,192173,200956,0,0,0
Stat_Haste,119467,123725,125776,135579,138427,145991,150419,154360,163010,168213,177983,185198,0,0,0
EyeOfCommand,145319,155953,160052,164739,173232,185796,188683,195127,201463,209166,217845,225445,0,0,0
TemperedEggOfSerpentrix,101685,102887,111865,117760,125241,130683,133434,141264,146183,153050,162348,167653,0,0,0
InfernalCinders,90303,96169,101427,103304,107196,107596,110010,113997,117308,122381,127597,138867,0,0,0
UnstableArcanocrystal,136587,139172,144177,146696,149173,153688,159547,157419,163285,164947,167663,171714,0,0,0
TirathonsBetrayal,102900,111939,116296,125885,129297,135058,140841,146464,152525,164352,172003,179293,0,0,0
EntwinedElementalFoci,132346,135284,139752,147172,153556,159617,163457,171453,176647,185362,194859,203273,0,0,0
BloodthirstyInstict,130565,137809,143902,148781,154019,158991,164977,171749,179077,186358,193847,204281,0,0,0
HungerOfThePack,136476,139148,145461,151990,159096,162299,170322,176751,184276,192758,200144,207414,0,0,0
NightmareEggShell,114731,117295,121168,132209,133698,146194,148506,157032,160175,166520,174401,182077,0,0,0
EngineOfEradication_NoOrbs,90196,96085,99389,105278,105741,111942,116482,119314,119503,129375,132490,138345,0,0,0
SixFeatherFan,115117,118790,127888,129333,135666,144095,152566,158694,166163,171957,183144,193401,0,0,0
CradleOfAnguish,130321,133200,140525,144587,151997,157058,163502,171086,179369,183900,192887,200175,0,0,0
TinyOozelingInAJar,58915,57696,60492,60936,60869,61290,66524,64841,67343,70072,70002,76431,0,0,0
SpikedCounterweight,48787,48426,54168,54197,56787,54502,62193,63332,67162,64389,67339,69182,0,0,0
SeepingScourgewing,112794,117710,119681,125279,131037,136402,139493,144962,149422,158673,162765,168349,0,0,0
GolgannethsVitality,0,0,134937,144876,154251,158041,167170,176615,181510,192171,198787,208541,220131,228502,239597
NaturesCall,77590,77220,81755,79445,81098,83396,84950,86872,86953,90360,94295,94769,0,0,0
SpontaneousAppendages,67925,70797,74930,71844,79515,80243,80658,84116,85095,85867,92905,93769,0,0,0
ThriceAccursedCompass,130373,131179,137841,147316,151190,160175,164322,171698,181090,185928,199409,199855,0,0,0
TerrorboundNexus,61466,67131,66968,70653,72640,72997,77245,80126,80238,79805,84264,87673,0,0,0
VoidStalkersContract,106737,105474,115550,118367,125560,130984,137613,140269,149031,154292,167601,176125,0,0,0
SpecterOfBetrayal,139380,146545,152929,158811,169179,174892,186624,194631,201520,213246,223451,237072,0,0,0
Stat_Versatility,139193,142126,148467,155718,158247,166561,171425,179237,184839,193182,201987,209743,0,0,0
TomeOfUnravelingSanity,115558,121802,124846,135642,136118,138774,148782,156528,162903,170042,176151,184343,0,0,0
InfernalAlchemistStone,0,128771,0,0,0,0,0,0,0,0,0,0,0,0,0
KiljaedensBurningWish,0,0,153362,0,0,0,0,0,195018,0,0,0,0,0,248224
VialOfCeaselessToxins,120106,128588,134920,139138,147112,154041,159350,168304,175608,183320,193785,203144,0,0,0
SpecterOfBetrayal_NoOverlap,117281,120024,128271,133113,142038,144669,153838,158785,171343,177382,187599,196416,0,0,0
ShadowsingedFang,119198,127302,127418,133217,135462,141854,149418,151031,162554,167558,172832,180754,0,0,0
WindscarWhetstone,51686,57498,58373,59373,58588,60815,63876,70223,64275,69163,70159,70448,0,0,0
ToeKneesPromise,45725,46506,47801,49420,51911,54513,56796,53261,57559,58653,61319,59884,0,0,0
AmanThulsVision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185038
EngineOfEradication,139597,141884,146566,152223,162004,168162,173248,181806,189089,193536,202417,211921,0,0,0
GorshalachsLegacy,102987,104021,111350,116042,117392,125898,126139,136328,137563,148844,149532,156963,0,0,0
TerminusSignalingBeacon,58003,56729,58231,57729,61607,63465,67567,67026,70475,69621,72067,74745,0,0,0
InfernalCinders_3Users,96023,102577,105261,108071,112746,111925,122759,129435,132653,133555,143794,144489,0,0,0
