Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,40993,42241,43724,47087,46214,49846,50030,49950,52761,55313,57873,56117,57914,60344,62421,63682,0,0,0
Eye of Skovald,0,47673,52184,50772,52416,53938,57297,56139,59827,59753,64860,65398,66847,68333,70078,74599,75369,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,101167,106303,110474,112342,118696,121191,128818,131394,137894,142111,148547,155222,161296
Wriggling Sinew,0,61713,63196,66128,68399,68289,72269,75862,77690,79131,80371,86937,87381,91395,97279,97630,101638,0,0,0
Dreadstone of Endless Shadows,0,81607,85126,89379,91545,95972,97706,102282,104672,109535,113922,116630,123562,128779,130385,136518,141164,0,0,0
Reality Breacher,0,65540,65894,74524,74670,79168,82873,86451,91561,94192,102592,103649,106939,114650,119766,126142,131437,0,0,0
Portable Manacracker,0,58582,60461,63130,66585,68952,73893,74563,80826,82855,86148,89955,96425,99767,105307,111816,114772,0,0,0
Whispers in the Dark,0,85133,85334,91536,92858,97789,101162,106067,107396,113497,116637,121129,126464,129847,136616,142183,148998,0,0,0
Naraxas' Spiked Tongue,0,67952,70012,72185,76210,79230,78896,82463,85227,88801,90770,96995,100414,103758,106017,111360,113837,0,0,0
Caged Horror,0,48334,49205,49707,49520,52799,54638,56968,58722,58727,62685,65267,65561,67291,67851,72591,74332,0,0,0
Pharameres Forbidden Grimoire,0,48246,48802,54078,56228,55700,58159,60370,61692,63120,63183,68219,71055,70616,73828,78039,79752,0,0,0
Figurehead of the Naglfar,0,29505,29615,32912,32380,33350,32987,34586,33445,32677,35225,36759,38734,39430,39495,37477,41805,0,0,0
Obelisk of the Void,0,60856,63591,65634,67739,71812,73843,76947,78806,83120,84823,86413,90184,93372,96010,101699,104011,0,0,0
Unstable Horrorslime,0,41440,41839,44938,43542,45854,45465,46456,47892,49696,49990,51902,52110,52309,54576,53195,55985,0,0,0
Oakheart's Gnarled Root,0,64867,68048,73150,72642,77002,78927,80009,83916,87407,90344,92463,95279,98439,102935,107219,110190,0,0,0
Padawsen's Unlucky Charm,0,79025,83707,85826,87832,93030,94719,101297,100968,107626,111152,114025,119202,124919,126862,134841,138850,0,0,0
Tarnished Sentinel Medallion,0,131469,136264,142334,148915,155537,159818,165987,174724,183507,192014,199209,207861,215240,224028,233389,243168,0,0,0
PVP Insignia of Dominance,0,68554,73804,72057,76723,82162,80676,85929,89344,93273,95299,100570,103494,107200,109369,115000,117611,0,0,0
Bough of Corruption,0,59008,61716,66145,70547,73221,77511,79420,83520,88846,92138,97599,100299,105992,108639,115421,122096,0,0,0
Norgannon's Prowess 15-Pantheon,0,0,0,0,0,0,0,149650,154983,159709,169772,174980,184220,194502,198987,208207,214756,225513,235535,245728
Charm of the Rising Tide,0,105985,111220,112936,117066,121481,122889,125559,132040,134827,142406,144350,146130,153781,160449,165816,170597,0,0,0
Prototype Personnel Decimator,0,0,85665,87251,94004,96622,102629,105502,106802,113613,117037,123608,125628,130983,135737,142888,147610,0,0,0
Norgannon's Prowess 5-Pantheon,0,0,0,0,0,0,0,117394,122413,126862,131572,136476,139139,149636,156432,162087,164825,174316,180882,185810
Infernal Writ,0,75469,78036,78743,83881,87358,91895,92925,95736,102075,106328,107631,111451,117619,124102,127023,130611,0,0,0
