Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,44317,44986,46021,46142,47421,49722,50664,50799,52625,53510,55207,60416,58418,60599,60272,62759,0,0,0
Eye of Skovald,0,48301,47059,49876,49999,52068,53449,55360,57209,58052,59393,61047,62614,65909,66442,70548,73315,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,114789,117803,121804,126387,131059,135596,140193,146100,152316,158106,162765,171423,176817
Wriggling Sinew,0,48671,48514,49910,51650,50799,52838,54618,56663,58714,59212,61483,63329,65947,68730,68182,72047,0,0,0
Dreadstone of Endless Shadows,0,86470,88127,92067,96057,97911,102939,103706,108164,112708,118038,122518,129321,131345,138999,142710,145907,0,0,0
Reality Breacher,0,61834,66159,68005,73319,74228,80473,80359,85043,88441,92672,97536,102524,108094,113565,117918,125902,0,0,0
Portable Manacracker,0,57140,59052,61640,63137,66590,72492,74524,78864,81448,85429,86842,94665,97391,103397,105742,113040,0,0,0
Whispers in the Dark,0,80962,83751,89328,90550,95701,97966,103071,108116,108527,113646,118912,124374,129108,134093,138661,144868,0,0,0
Naraxas' Spiked Tongue,0,78206,78238,82061,83952,90842,90458,92103,94558,97499,101175,106817,109876,114433,118595,122839,125527,0,0,0
Caged Horror,0,54650,55681,59697,58883,61681,61104,66183,64848,66164,68336,71834,74080,74501,79128,80389,82919,0,0,0
Pharameres Forbidden Grimoire,0,52719,54130,56529,56228,58742,59034,62722,61860,62788,66188,69196,72510,75097,73022,79299,81633,0,0,0
Figurehead of the Naglfar,0,33335,34613,34805,35383,35107,33633,33656,37163,36994,39660,37968,39292,40510,37303,39768,42412,0,0,0
Obelisk of the Void,0,66479,69025,71030,72430,74209,77626,81716,83312,90042,90825,92033,96819,99055,101275,106093,110942,0,0,0
Unstable Horrorslime,0,42001,45319,44515,44299,50399,46926,49113,47501,51534,50204,50769,52330,53251,56114,55439,56445,0,0,0
Oakheart's Gnarled Root,0,58887,62816,63285,66413,67224,70782,70891,75886,80944,81902,83213,86368,91499,94146,95017,97660,0,0,0
Padawsen's Unlucky Charm,0,84614,89600,92723,95020,98066,102160,104512,105591,114129,119743,121389,126868,131210,135148,141239,145941,0,0,0
Tarnished Sentinel Medallion,0,110687,112613,118577,122728,128651,131469,136497,143791,148283,155525,157632,162848,171088,178269,184213,194185,0,0,0
PVP Insignia of Dominance,0,70026,73805,76652,77709,80925,84072,83419,88868,90461,93743,99286,102634,104595,112909,112302,117393,0,0,0
Bough of Corruption,0,57887,59969,60890,67696,71796,73569,76524,80593,82856,87431,91555,96980,102332,103514,108039,119631,0,0,0
Norgannon's Prowess 15-Pantheon,0,0,0,0,0,0,0,148317,152957,162265,167258,172628,181961,186012,199345,203345,212110,221980,231051,241546
Charm of the Rising Tide,0,84137,88882,92645,91760,97550,100973,102709,108826,111618,117140,118903,127109,129059,134738,139398,145064,0,0,0
Prototype Personnel Decimator,0,0,83809,84290,86070,90532,97302,97353,102437,106116,108248,113844,117788,121630,126940,132957,137156,0,0,0
Norgannon's Prowess 5-Pantheon,0,0,0,0,0,0,0,125055,130988,134652,138975,144053,149917,157383,158482,168895,174498,181741,190090,198112
Infernal Writ,0,78807,79760,79407,82857,88911,89889,95905,96256,101441,104119,112154,113674,117491,123333,130367,131723,0,0,0
Erratic Metronome,0,83997,88928,90888,93582,98372,100010,105834,108281,115338,113645,121567,127263,129857,136947,139388,144356,0,0,0
Sheath of Asara,0,0,84460,89415,91423,97319,103664,106504,113572,118297,123299,129608,135414,142269,148438,155836,162711,0,0,0
Terror From Below,0,85960,92901,93534,96935,102777,104840,110817,112330,121088,120776,126925,132775,139509,144844,150001,154057,0,0,0
Icon of Rot,0,58560,57433,59955,63099,65444,65758,70318,70485,76093,76606,78208,80396,82895,84325,90651,94736,0,0,0
Stat Crit,0,78293,83614,85292,91289,89574,95110,100726,103871,105817,112211,115884,118036,126824,130461,135519,136384,0,0,0
Moonlit Prism,0,55776,59307,61501,64884,65610,68493,70910,72996,74970,76641,79991,82201,83844,88702,91614,92700,0,0,0
Corrupted Starlight,0,54922,54326,57760,59905,60627,60935,65426,67466,66341,69189,71224,74812,78551,76108,81739,84153,0,0,0
Stat Versatility,0,82355,81603,87642,90482,92341,99406,103646,104073,108729,113842,117207,120843,124943,129649,135528,140925,0,0,0
Deteriorated Construct Core,0,63074,62832,68890,72147,75179,76296,80776,84730,91760,93091,98174,101044,108660,112664,117946,123239,0,0,0
PVP Badge of Dominance,0,77387,77049,81625,84193,84966,91627,97538,94747,100056,104520,110948,116076,118157,123794,126110,132789,0,0,0
Horn of Valor,0,69702,72459,75375,77795,81281,84970,87522,89028,91104,96754,99094,104482,107359,112558,115491,119529,0,0,0
Star Gate,0,66660,66920,69072,73201,77704,81019,82985,86735,93277,97640,104295,109514,111851,117061,123615,129225,0,0,0
Swarming Plaguehive,0,64646,66993,70315,71333,73675,75975,78797,81414,81296,86850,88908,92084,90607,95085,100494,104412,0,0,0
Stormsinger Fulmination Charge,0,84656,87320,91210,93752,100141,101756,104000,109223,113132,115183,118388,123203,130195,132527,139746,145557,0,0,0
Chrono Shard,0,80138,83448,84198,89778,90676,95421,98495,102275,103292,110772,112392,121267,121251,126247,131336,137807,0,0,0
Aran's Relaxing Ruby,0,62580,62182,63097,64730,66861,69569,70659,73317,74793,78915,83759,82014,83927,89615,90927,95169,0,0,0
Stat Mastery,0,88714,92210,92955,98609,101664,106714,110772,113118,118203,124326,124891,130248,136517,140663,145798,153385,0,0,0
Fury of the Burning Sky,0,67357,70225,73439,73745,78220,78749,82764,82386,90346,88781,94113,97960,101049,102310,106763,109325,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187258
Devilsaur Shock-Baton,0,65590,67676,69360,71451,74071,76477,81313,83986,86403,89452,90751,94820,99594,102795,106861,109292,0,0,0
Unstable Arcanocrystal,0,121493,123688,126801,125782,130832,132109,137844,138381,141320,144823,147544,147149,152535,153844,158570,162634,0,0,0
Mrrgria's Favor,0,51190,55525,54389,56335,60457,58472,62898,62432,68731,69497,72147,73544,73924,79833,81149,84704,0,0,0
