Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,48777,53190,54064,54294,55473,55782,58597,58954,60425,63105,65193,65262,65991,68579,72017,72446,0,0,0
Eye of Skovald,0,58934,55328,56925,60818,59295,63020,62726,64592,68847,71154,72788,75872,75977,80707,79930,83757,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,117761,121754,125222,131793,134361,139759,142867,148729,155181,161516,166625,172211,179793
Wriggling Sinew,0,56003,58060,58926,58344,60398,63545,64682,67370,67519,71864,73175,75288,76489,81083,82928,84913,0,0,0
Dreadstone of Endless Shadows,0,93583,96784,99539,101506,105953,108356,112406,117962,121494,125524,131587,134143,139258,144731,149249,156090,0,0,0
Reality Breacher,0,65178,68222,72250,76471,78076,82100,86064,91012,95958,98781,104633,107322,113591,119473,126047,131056,0,0,0
Portable Manacracker,0,60547,61421,64864,67284,71007,74785,76554,83101,85734,87288,92252,97548,103046,105081,113629,115785,0,0,0
Whispers in the Dark,0,88448,90151,95016,98008,102000,105055,108419,112460,117933,124125,127255,135295,139646,145518,150708,154443,0,0,0
Naraxas' Spiked Tongue,0,75530,77888,80608,82181,85759,86615,93327,94625,98096,98016,104147,106640,111089,116782,117056,124962,0,0,0
Caged Horror,0,60402,61094,63433,64070,68005,68017,70234,72003,74003,73885,79111,79490,86089,84095,87403,90890,0,0,0
Pharameres Forbidden Grimoire,0,57899,63704,63870,61248,72788,69435,71811,74291,76468,80279,80921,82016,84726,87490,93616,94572,0,0,0
Figurehead of the Naglfar,0,40086,41577,42615,41584,41572,43032,45701,44162,48598,46871,47425,48454,48623,50279,52228,53596,0,0,0
Obelisk of the Void,0,70761,73203,74558,80942,82143,86301,87292,91898,94729,96944,101045,103868,109389,112336,114399,118797,0,0,0
Unstable Horrorslime,0,49461,52749,51657,56032,54977,52243,57438,55762,59666,59497,59426,61423,64391,63294,62739,66537,0,0,0
Oakheart's Gnarled Root,0,68288,70077,71717,75709,78440,82098,82617,85189,87591,93716,94940,99293,101836,106203,109607,111298,0,0,0
Padawsen's Unlucky Charm,0,90979,93188,93022,100005,104961,110168,109549,112607,116540,122845,126425,129116,136343,141482,147806,150890,0,0,0
Tarnished Sentinel Medallion,0,105625,108803,114221,117116,121565,127004,128829,134863,138371,145213,152630,157675,162277,167685,176507,181032,0,0,0
PVP Insignia of Dominance,0,73141,76139,77729,80491,84512,85720,89690,93219,93890,98728,102728,103679,112997,113410,116626,121987,0,0,0
Bough of Corruption,0,62076,65824,67306,70085,71609,76659,79379,83681,90052,89566,94641,102170,106051,112197,114229,120417,0,0,0
