Norgannon's Prowess 15-Pantheon,0,0,0,0,0,0,0,158340,162419,169767,177591,181123,191484,198648,205482,213260,221989,232043,241540,253190
Charm of the Rising Tide,0,86949,92360,92130,94670,97661,101625,106440,108538,113977,116840,120630,126881,132197,137804,142366,150421,0,0,0
Prototype Personnel Decimator,0,0,85044,88912,92501,95498,98704,102791,104884,107103,112079,117008,119017,126446,129221,134459,138950,0,0,0
Norgannon's Prowess 5-Pantheon,0,0,0,0,0,0,0,131608,135320,139897,144838,148553,155714,162466,168948,172786,180124,191009,194335,202962
Infernal Writ,0,83914,87822,89602,91556,95990,100873,101456,106712,111761,114337,120324,125348,127436,134257,136571,144448,0,0,0
Erratic Metronome,0,89827,93277,94258,97218,100742,106029,107951,114372,116864,122004,123739,130465,135176,139742,147610,151471,0,0,0
Sheath of Asara,0,0,86051,89438,95905,99264,102650,110360,112916,119199,125762,127800,135942,142472,147809,157107,164308,0,0,0
Terror From Below,0,91010,91671,98845,101345,105057,107588,109924,117070,118745,123241,131011,132263,136987,144177,148815,157766,0,0,0
Icon of Rot,0,70507,72909,74507,76768,78768,79785,84904,85654,91407,90572,98092,99378,101504,106821,109136,109887,0,0,0
Stat Crit,0,87835,93428,95224,98314,101561,104005,107823,113815,117164,121854,124180,129020,136729,137507,145220,149370,0,0,0
Moonlit Prism,0,65252,65743,70232,72280,72523,78097,77626,81049,87827,87875,92002,92479,99312,102810,105835,105604,0,0,0
Corrupted Starlight,0,57879,64820,62434,62457,66253,66573,70447,72142,73447,76989,78562,81085,83716,84909,88677,89710,0,0,0
Stat Versatility,0,82372,84591,89401,92883,96624,99081,103979,105967,109111,115202,120728,122368,128267,131993,139228,143871,0,0,0
Deteriorated Construct Core,0,59819,64317,65434,72283,72481,77379,79681,84529,84986,90742,94085,102247,107249,111530,115079,118632,0,0,0
PVP Badge of Dominance,0,78865,81157,84545,88719,90644,93329,98851,101403,104841,109598,111193,116489,124377,127826,131304,134719,0,0,0
Horn of Valor,0,72558,74954,76004,81646,83580,84411,87167,90962,94135,101403,100630,103502,108427,111917,116662,121105,0,0,0
Star Gate,0,62848,65009,68556,71437,74238,78465,81619,86289,93559,94594,100393,104765,108945,115197,117753,126000,0,0,0
Swarming Plaguehive,0,67397,69121,71088,73734,76014,76882,81900,81114,83364,87625,88037,92854,95800,98699,104220,106737,0,0,0
Stormsinger Fulmination Charge,0,87140,90778,92635,95209,99998,101665,108173,110501,114865,121775,123549,129405,132736,136480,143257,149935,0,0,0
Chrono Shard,0,88496,88448,91522,94455,100114,104276,105778,110417,113411,116968,121089,125830,132233,132326,141781,146688,0,0,0
Aran's Relaxing Ruby,0,63881,66222,68403,71780,75248,73110,76386,79818,80952,78464,86197,88652,92537,91156,97035,100205,0,0,0
Stat Mastery,0,93256,97626,98101,104669,105767,109873,113154,117017,121686,123155,131538,133177,137267,146751,150409,153041,0,0,0
Fury of the Burning Sky,0,74013,76585,79151,78100,82646,85673,86849,92180,92959,97244,97955,100358,103739,109669,112697,116167,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207302
Devilsaur Shock-Baton,0,70791,72215,75682,76818,77002,81477,85677,87948,90213,93912,94721,99269,101942,105718,109849,114291,0,0,0
Unstable Arcanocrystal,0,131267,136395,137021,140140,142615,145391,147741,153417,156080,158300,160716,164432,167948,170369,175617,176865,0,0,0
Mrrgria's Favor,0,57849,60716,62750,64413,65411,68030,69162,68698,74582,76417,77193,78740,82041,85866,87855,89091,0,0,0
Twisting Wind,0,60605,65690,67614,71434,74214,74733,79926,84819,88858,90929,97002,102204,102773,111093,115709,121190,0,0,0
Spectral Thurible,0,73287,75033,77955,82771,84061,87366,90051,93503,95641,96950,101240,106185,110735,115356,117506,124534,0,0,0
Stat Haste,0,87293,91542,94202,98219,100017,105273,109350,112254,114307,119403,126008,129821,135600,139631,145316,149581,0,0,0
Acrid Catalyst Injector,0,0,114270,119870,124637,126995,132996,137135,139907,145068,149121,157008,160044,163101,170316,178387,183271,0,0,0
Vitality Resonator,0,0,73579,76558,77744,83586,85980,89333,92014,92351,97923,101882,102695,109262,112477,116982,122594,0,0,0
Tome of Unraveling Sanity,0,83881,89901,89933,95365,99327,105505,106940,113333,117637,121956,128890,132063,139592,147255,152030,156512,0,0,0
KiljaedensBurningWish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190335
Terminus Signaling Beacon,0,0,80008,80912,81475,85190,87267,90211,94496,96511,97530,100864,105082,105595,114991,118018,121269,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189242
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236408
Eyasu's Mulligan,0,86376,91225,94056,97506,99097,104724,105757,111526,116574,119830,122492,127503,132681,139254,142281,150751,0,0,0
Darkmoon Deck: Hellfire,84092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astral Alchemist Stone,0,0,0,0,0,0,92264,0,0,0,0,0,0,0,0,0,0,0,0,0
