Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,45522,45942,49112,49674,51175,53659,52466,51746,59299,58292,60137,62255,63444,65265,63774,69673,0,0,0
Eye of Skovald,0,48792,52058,52396,50519,53106,55899,57403,59622,62653,63618,65275,65398,68172,72963,70630,72693,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,113899,117743,123858,127134,130147,138197,142519,146871,153119,155910,165418,172188,180522
Wriggling Sinew,0,53411,54711,55163,59606,59047,60545,62723,66042,66952,68761,68422,72711,74832,78203,78871,80761,0,0,0
Dreadstone of Endless Shadows,0,83370,87998,89696,94967,94872,102355,105885,106985,113148,117806,121314,124661,129786,135293,138172,145822,0,0,0
Reality Breacher,0,62851,63183,66636,71400,73946,77405,80956,85274,86894,92043,97628,100786,103255,110746,115610,122314,0,0,0
Portable Manacracker,0,56916,60216,64750,65292,68546,72498,77065,79121,82273,88590,94814,95330,100496,105682,109217,114795,0,0,0
Whispers in the Dark,0,78994,81580,86725,87348,95339,97280,101940,102818,109230,109886,115338,120232,126298,130575,136130,142690,0,0,0
Naraxas' Spiked Tongue,0,67304,68833,69772,71632,73704,78943,79692,84093,84525,88238,89824,91545,96261,99565,102757,106312,0,0,0
Caged Horror,0,50591,54333,53847,53754,56708,58235,60261,59916,64112,65023,66872,67784,70272,70991,74050,76894,0,0,0
Pharameres Forbidden Grimoire,0,51869,51871,53171,56004,58292,60531,59503,63292,64920,66712,68704,70358,71589,73006,79202,80732,0,0,0
Figurehead of the Naglfar,0,34832,36576,37663,38774,38929,40517,38608,40043,40193,41520,41668,44117,43443,45584,46333,46550,0,0,0
Obelisk of the Void,0,68954,72027,75101,76650,80826,84151,86147,88243,93478,93712,99674,103167,106057,110552,111979,118103,0,0,0
Unstable Horrorslime,0,45387,45635,45615,45728,49347,46873,48760,49457,49953,50539,54749,56459,53213,57076,54253,58754,0,0,0
Oakheart's Gnarled Root,0,58625,58939,62726,63662,65979,68458,71111,74462,75218,77097,81781,81845,86397,86428,92707,95720,0,0,0
Padawsen's Unlucky Charm,0,83521,87428,87980,92525,97454,100540,101868,108933,112040,116081,120137,126666,128965,133298,138318,143607,0,0,0
Tarnished Sentinel Medallion,0,92657,97121,101299,104348,108213,113750,116685,121520,123365,130099,133518,141322,143374,150389,155776,159164,0,0,0
PVP Insignia of Dominance,0,69445,73819,75561,79125,84134,85764,87210,90690,95501,97111,101678,104966,110216,113139,117839,121515,0,0,0
Bough of Corruption,0,55852,58932,61635,66509,68887,71413,77582,79105,82566,86161,91774,96730,101207,103509,109557,115144,0,0,0
Norgannon's Prowess 15-Pantheon,0,0,0,0,0,0,0,151081,156484,161679,168155,174863,181043,188728,201028,206358,213986,223547,233408,244136
Charm of the Rising Tide,0,78986,85018,88266,87669,92953,97625,102033,103283,107873,111700,115652,121252,124114,129944,137563,141864,0,0,0
Prototype Personnel Decimator,0,0,74541,75724,78105,81989,84313,87645,90617,95524,96285,100906,104500,109683,112994,115723,120384,0,0,0
Norgannon's Prowess 5-Pantheon,0,0,0,0,0,0,0,124852,129886,135313,141664,145958,149373,157950,164247,169313,174760,182160,191464,197942
Infernal Writ,0,82006,82273,87066,90169,91680,96779,98878,102901,106307,110504,116460,119635,122878,127810,133908,138625,0,0,0
Erratic Metronome,0,79890,86667,88482,92177,92952,98287,99265,105530,109765,113839,115378,122369,127047,131742,138289,141084,0,0,0
Sheath of Asara,0,0,77316,81253,86809,90032,95027,97210,101193,108565,110942,117554,123090,128802,134020,140701,148882,0,0,0
Terror From Below,0,79352,81472,84142,88621,89910,92591,96620,102585,104494,108151,112134,117156,119381,125906,132152,136434,0,0,0
Icon of Rot,0,60476,59244,60553,63323,65608,68034,71181,70480,74516,77192,79560,83203,82553,87547,90682,92871,0,0,0
Stat Crit,0,84167,85849,89112,92959,96386,98984,104834,107159,109912,115333,120642,122874,126434,131955,137874,144854,0,0,0
Moonlit Prism,0,63668,64333,67511,70848,73555,75286,77384,79347,83258,85736,87285,89860,92568,97947,99764,103245,0,0,0
Corrupted Starlight,0,51622,52950,52318,56357,58589,58080,58444,61118,62986,65188,66497,67069,68641,71303,72469,75498,0,0,0
Stat Versatility,0,79667,84654,86115,90997,93282,95271,100802,103826,108608,110450,114669,119827,124041,129558,133956,138812,0,0,0
Deteriorated Construct Core,0,59235,61965,64197,70105,71026,74659,76497,78578,87112,89612,93717,96833,103748,106141,111708,116157,0,0,0
PVP Badge of Dominance,0,81533,84642,85810,90680,92418,95989,101104,103621,108200,111887,115855,122037,126070,129481,134862,139558,0,0,0
Horn of Valor,0,73184,75218,76632,82684,85169,86115,89301,91922,97505,101472,103120,107669,110307,115243,119892,122094,0,0,0
Star Gate,0,60049,64516,67512,70576,77475,76837,80028,84983,90000,92964,98801,105009,103996,111960,118324,123909,0,0,0
Swarming Plaguehive,0,57527,57421,59653,61884,64215,66936,69148,69350,72835,74061,77426,78751,84760,84159,88306,91631,0,0,0
Stormsinger Fulmination Charge,0,85306,88683,88860,95311,97726,103477,104443,107701,114774,114649,122130,126258,128062,135198,138509,147858,0,0,0
Chrono Shard,0,80143,79644,83626,86098,92508,94735,98124,101395,107854,108417,111210,117363,120384,127422,132940,136122,0,0,0
Aran's Relaxing Ruby,0,56249,58315,61787,62462,64135,65802,69929,70334,71267,74685,74012,76932,78844,83022,85594,86641,0,0,0
Stat Mastery,0,87430,91042,92417,95532,98339,101122,108732,111048,113336,116796,122649,129400,131571,140729,141357,145795,0,0,0
Fury of the Burning Sky,0,62361,66494,69708,71125,73458,75566,76863,80799,82081,84992,88731,89899,94881,97709,98847,102084,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180327
Devilsaur Shock-Baton,0,60180,63416,66464,68199,71038,72355,74712,75479,79329,81535,83725,85064,90454,93006,96890,96257,0,0,0
Unstable Arcanocrystal,0,118827,117816,125312,124195,124471,127575,131541,133180,134508,139892,142002,144984,148078,150402,153022,155873,0,0,0
